...1,state,year,as_of,accessed,policy,level,category,category_weight,score
157,AR,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
157,AR,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
157,AR,2009,2009-02-01,2009-02-06,instit_prov_refuse,X,external_refusal,1,1
157,AR,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
157,AR,2009,2009-02-01,2009-02-06,mandate_fetal_pain,X,counseling,2,1
157,AR,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
157,AR,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,Day Before,counseling,2,0.3333333333333333
157,AR,2009,2009-02-01,2009-02-06,parental_involv_minors,Consent,external_refusal,1,0.6666666666666666
158,CA,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
158,CA,2009,2009-02-01,2009-02-06,hospital_if,0,NA,NA,0
158,CA,2009,2009-02-01,2009-02-06,second_physician_if,0,NA,NA,0
158,CA,2009,2009-02-01,2009-02-06,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
158,CA,2009,2009-02-01,2009-02-06,partial_birth_ban,0,NA,NA,0
158,CA,2009,2009-02-01,2009-02-06,fund_all_most,X,funding,1,-1
158,CA,2009,2009-02-01,2009-02-06,fund_life_rape_incest,0,NA,NA,0
158,CA,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
158,CA,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
158,CA,2009,2009-02-01,2009-02-06,instit_prov_refuse,Religious,external_refusal,1,0.3333333333333333
158,CA,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
158,CA,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
158,CA,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
158,CA,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,0,NA,NA,0
158,CA,2009,2009-02-01,2009-02-06,parental_involv_minors,Enjoined,NA,NA,0
159,CO,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
159,CO,2009,2009-02-01,2009-02-06,hospital_if,0,NA,NA,0
159,CO,2009,2009-02-01,2009-02-06,second_physician_if,0,NA,NA,0
159,CO,2009,2009-02-01,2009-02-06,prohibited_except_death_if,0,NA,NA,0
159,CO,2009,2009-02-01,2009-02-06,partial_birth_ban,0,NA,NA,0
159,CO,2009,2009-02-01,2009-02-06,fund_all_most,0,NA,NA,0
159,CO,2009,2009-02-01,2009-02-06,fund_life_rape_incest,X,funding,1,0.5
159,CO,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
159,CO,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
159,CO,2009,2009-02-01,2009-02-06,instit_prov_refuse,X,external_refusal,1,1
159,CO,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
159,CO,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
159,CO,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
159,CO,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,0,NA,NA,0
159,CO,2009,2009-02-01,2009-02-06,parental_involv_minors,Notice,external_refusal,1,0.3333333333333333
160,CT,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
160,CT,2009,2009-02-01,2009-02-06,hospital_if,Viability,limit_setting,2,0.5
160,CT,2009,2009-02-01,2009-02-06,second_physician_if,0,NA,NA,0
160,CT,2009,2009-02-01,2009-02-06,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
160,CT,2009,2009-02-01,2009-02-06,partial_birth_ban,0,NA,NA,0
160,CT,2009,2009-02-01,2009-02-06,fund_all_most,X,funding,1,-1
160,CT,2009,2009-02-01,2009-02-06,fund_life_rape_incest,0,NA,NA,0
160,CT,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
160,CT,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
160,CT,2009,2009-02-01,2009-02-06,instit_prov_refuse,0,NA,NA,0
160,CT,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
160,CT,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
160,CT,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
160,CT,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,0,NA,NA,0
160,CT,2009,2009-02-01,2009-02-06,parental_involv_minors,0,NA,NA,0
161,DE,2009,2009-02-01,2009-02-06,licensed_physician,0,NA,NA,0
161,DE,2009,2009-02-01,2009-02-06,hospital_if,0,NA,NA,0
161,DE,2009,2009-02-01,2009-02-06,second_physician_if,0,NA,NA,0
161,DE,2009,2009-02-01,2009-02-06,prohibited_except_death_if,Enjoined,NA,NA,0
161,DE,2009,2009-02-01,2009-02-06,partial_birth_ban,0,NA,NA,0
161,DE,2009,2009-02-01,2009-02-06,fund_all_most,0,NA,NA,0
161,DE,2009,2009-02-01,2009-02-06,fund_life_rape_incest,X,funding,1,0.5
161,DE,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
161,DE,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
161,DE,2009,2009-02-01,2009-02-06,instit_prov_refuse,X,external_refusal,1,1
161,DE,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
161,DE,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
161,DE,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
161,DE,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,Enjoined,NA,NA,0
161,DE,2009,2009-02-01,2009-02-06,parental_involv_minors,Notice,external_refusal,1,0.3333333333333333
162,DC,2009,2009-02-01,2009-02-06,licensed_physician,0,NA,NA,0
162,DC,2009,2009-02-01,2009-02-06,hospital_if,0,NA,NA,0
162,DC,2009,2009-02-01,2009-02-06,second_physician_if,0,NA,NA,0
162,DC,2009,2009-02-01,2009-02-06,prohibited_except_death_if,0,NA,NA,0
162,DC,2009,2009-02-01,2009-02-06,partial_birth_ban,0,NA,NA,0
162,DC,2009,2009-02-01,2009-02-06,fund_all_most,0,NA,NA,0
162,DC,2009,2009-02-01,2009-02-06,fund_life_rape_incest,X,funding,1,0.5
162,DC,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
162,DC,2009,2009-02-01,2009-02-06,indiv_prov_refuse,0,NA,NA,0
162,DC,2009,2009-02-01,2009-02-06,instit_prov_refuse,0,NA,NA,0
162,DC,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
162,DC,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
162,DC,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
162,DC,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,0,NA,NA,0
162,DC,2009,2009-02-01,2009-02-06,parental_involv_minors,0,NA,NA,0
163,FL,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
163,FL,2009,2009-02-01,2009-02-06,hospital_if,0,NA,NA,0
163,FL,2009,2009-02-01,2009-02-06,second_physician_if,24 weeks,limit_setting,2,0.6666666666666666
163,FL,2009,2009-02-01,2009-02-06,prohibited_except_death_if,24 weeks,bans,4,0.6666666666666666
163,FL,2009,2009-02-01,2009-02-06,partial_birth_ban,Enjoined,NA,NA,0
163,FL,2009,2009-02-01,2009-02-06,fund_all_most,0,NA,NA,0
163,FL,2009,2009-02-01,2009-02-06,fund_life_rape_incest,X,funding,1,0.5
163,FL,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
163,FL,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
163,FL,2009,2009-02-01,2009-02-06,instit_prov_refuse,X,external_refusal,1,1
163,FL,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
163,FL,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
163,FL,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
163,FL,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,0,NA,NA,0
163,FL,2009,2009-02-01,2009-02-06,parental_involv_minors,Notice,external_refusal,1,0.3333333333333333
164,GA,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
164,GA,2009,2009-02-01,2009-02-06,hospital_if,0,NA,NA,0
164,GA,2009,2009-02-01,2009-02-06,second_physician_if,3rd trimester,limit_setting,2,0.3333333333333333
164,GA,2009,2009-02-01,2009-02-06,prohibited_except_death_if,3rd trimester,bans,4,0.3333333333333333
164,GA,2009,2009-02-01,2009-02-06,partial_birth_ban,Postviability,bans,4,0.5
164,GA,2009,2009-02-01,2009-02-06,fund_all_most,0,NA,NA,0
164,GA,2009,2009-02-01,2009-02-06,fund_life_rape_incest,X,funding,1,0.5
164,GA,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
164,GA,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
164,GA,2009,2009-02-01,2009-02-06,instit_prov_refuse,X,external_refusal,1,1
164,GA,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
164,GA,2009,2009-02-01,2009-02-06,mandate_fetal_pain,X,counseling,2,1
164,GA,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
164,GA,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,24,counseling,2,0.6666666666666666
164,GA,2009,2009-02-01,2009-02-06,parental_involv_minors,Notice,external_refusal,1,0.3333333333333333
166,ID,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
166,ID,2009,2009-02-01,2009-02-06,hospital_if,Viability,limit_setting,2,0.5
166,ID,2009,2009-02-01,2009-02-06,second_physician_if,3rd trimester,limit_setting,2,0.3333333333333333
166,ID,2009,2009-02-01,2009-02-06,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
166,ID,2009,2009-02-01,2009-02-06,partial_birth_ban,Enjoined,NA,NA,0
166,ID,2009,2009-02-01,2009-02-06,fund_all_most,0,NA,NA,0
166,ID,2009,2009-02-01,2009-02-06,fund_life_rape_incest,X,funding,1,0.5
166,ID,2009,2009-02-01,2009-02-06,priv_insurance_limit,X,limit_setting,2,1
166,ID,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
166,ID,2009,2009-02-01,2009-02-06,instit_prov_refuse,X,external_refusal,1,1
166,ID,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
166,ID,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
166,ID,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
166,ID,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,24,counseling,2,0.6666666666666666
166,ID,2009,2009-02-01,2009-02-06,parental_involv_minors,Consent,external_refusal,1,0.6666666666666666
167,IL,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
167,IL,2009,2009-02-01,2009-02-06,hospital_if,0,NA,NA,0
167,IL,2009,2009-02-01,2009-02-06,second_physician_if,Viability,limit_setting,2,0.6666666666666666
167,IL,2009,2009-02-01,2009-02-06,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
167,IL,2009,2009-02-01,2009-02-06,partial_birth_ban,Enjoined,NA,NA,0
167,IL,2009,2009-02-01,2009-02-06,fund_all_most,X,funding,1,-1
167,IL,2009,2009-02-01,2009-02-06,fund_life_rape_incest,0,NA,NA,0
167,IL,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
167,IL,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
167,IL,2009,2009-02-01,2009-02-06,instit_prov_refuse,Private,external_refusal,1,0.6666666666666666
167,IL,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
167,IL,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
167,IL,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
167,IL,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,0,NA,NA,0
167,IL,2009,2009-02-01,2009-02-06,parental_involv_minors,Enjoined,NA,NA,0
168,IN,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
168,IN,2009,2009-02-01,2009-02-06,hospital_if,2nd trimester,limit_setting,2,0.75
168,IN,2009,2009-02-01,2009-02-06,second_physician_if,Viability,limit_setting,2,0.6666666666666666
168,IN,2009,2009-02-01,2009-02-06,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
168,IN,2009,2009-02-01,2009-02-06,partial_birth_ban,X,bans,4,1
168,IN,2009,2009-02-01,2009-02-06,fund_all_most,0,NA,NA,0
168,IN,2009,2009-02-01,2009-02-06,fund_life_rape_incest,X,funding,1,0.5
168,IN,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
168,IN,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
168,IN,2009,2009-02-01,2009-02-06,instit_prov_refuse,Private,external_refusal,1,0.6666666666666666
168,IN,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
168,IN,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
168,IN,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
168,IN,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,18,counseling,2,0.5
168,IN,2009,2009-02-01,2009-02-06,parental_involv_minors,Consent,external_refusal,1,0.6666666666666666
169,IA,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
169,IA,2009,2009-02-01,2009-02-06,hospital_if,0,NA,NA,0
169,IA,2009,2009-02-01,2009-02-06,second_physician_if,0,NA,NA,0
169,IA,2009,2009-02-01,2009-02-06,prohibited_except_death_if,3rd trimester,bans,4,0.3333333333333333
169,IA,2009,2009-02-01,2009-02-06,partial_birth_ban,Enjoined,NA,NA,0
169,IA,2009,2009-02-01,2009-02-06,fund_all_most,0,NA,NA,0
169,IA,2009,2009-02-01,2009-02-06,fund_life_rape_incest,X,funding,1,0.5
169,IA,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
169,IA,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
169,IA,2009,2009-02-01,2009-02-06,instit_prov_refuse,Private,external_refusal,1,0.6666666666666666
169,IA,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
169,IA,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
169,IA,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
169,IA,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,0,NA,NA,0
169,IA,2009,2009-02-01,2009-02-06,parental_involv_minors,Notice,external_refusal,1,0.3333333333333333
170,KS,2009,2009-02-01,2009-02-06,licensed_physician,0,NA,NA,0
170,KS,2009,2009-02-01,2009-02-06,hospital_if,0,NA,NA,0
170,KS,2009,2009-02-01,2009-02-06,second_physician_if,Viability,limit_setting,2,0.6666666666666666
170,KS,2009,2009-02-01,2009-02-06,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
170,KS,2009,2009-02-01,2009-02-06,partial_birth_ban,Postviability,bans,4,0.5
170,KS,2009,2009-02-01,2009-02-06,fund_all_most,0,NA,NA,0
170,KS,2009,2009-02-01,2009-02-06,fund_life_rape_incest,X,funding,1,0.5
170,KS,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
170,KS,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
170,KS,2009,2009-02-01,2009-02-06,instit_prov_refuse,X,external_refusal,1,1
170,KS,2009,2009-02-01,2009-02-06,mandate_breast_cancer,X,counseling,2,1
170,KS,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
170,KS,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
170,KS,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,24,counseling,2,0.6666666666666666
170,KS,2009,2009-02-01,2009-02-06,parental_involv_minors,Notice,external_refusal,1,0.3333333333333333
171,KY,2009,2009-02-01,2009-02-06,licensed_physician,0,NA,NA,0
171,KY,2009,2009-02-01,2009-02-06,hospital_if,2nd trimester,limit_setting,2,0.75
171,KY,2009,2009-02-01,2009-02-06,second_physician_if,0,NA,NA,0
171,KY,2009,2009-02-01,2009-02-06,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
171,KY,2009,2009-02-01,2009-02-06,partial_birth_ban,Enjoined,NA,NA,0
171,KY,2009,2009-02-01,2009-02-06,fund_all_most,0,NA,NA,0
171,KY,2009,2009-02-01,2009-02-06,fund_life_rape_incest,X,funding,1,0.5
171,KY,2009,2009-02-01,2009-02-06,priv_insurance_limit,X,limit_setting,2,1
171,KY,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
171,KY,2009,2009-02-01,2009-02-06,instit_prov_refuse,X,external_refusal,1,1
171,KY,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
171,KY,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
171,KY,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
171,KY,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,24,counseling,2,0.6666666666666666
171,KY,2009,2009-02-01,2009-02-06,parental_involv_minors,Consent,external_refusal,1,0.6666666666666666
172,LA,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
172,LA,2009,2009-02-01,2009-02-06,hospital_if,0,NA,NA,0
172,LA,2009,2009-02-01,2009-02-06,second_physician_if,Viability,limit_setting,2,0.6666666666666666
172,LA,2009,2009-02-01,2009-02-06,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
172,LA,2009,2009-02-01,2009-02-06,partial_birth_ban,X,bans,4,1
172,LA,2009,2009-02-01,2009-02-06,fund_all_most,0,NA,NA,0
172,LA,2009,2009-02-01,2009-02-06,fund_life_rape_incest,X,funding,1,0.5
172,LA,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
172,LA,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
172,LA,2009,2009-02-01,2009-02-06,instit_prov_refuse,X,external_refusal,1,1
172,LA,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
172,LA,2009,2009-02-01,2009-02-06,mandate_fetal_pain,X,counseling,2,1
172,LA,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
172,LA,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,24,counseling,2,0.6666666666666666
172,LA,2009,2009-02-01,2009-02-06,parental_involv_minors,Consent,external_refusal,1,0.6666666666666666
173,ME,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
173,ME,2009,2009-02-01,2009-02-06,hospital_if,0,NA,NA,0
173,ME,2009,2009-02-01,2009-02-06,second_physician_if,0,NA,NA,0
173,ME,2009,2009-02-01,2009-02-06,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
173,ME,2009,2009-02-01,2009-02-06,partial_birth_ban,0,NA,NA,0
173,ME,2009,2009-02-01,2009-02-06,fund_all_most,0,NA,NA,0
173,ME,2009,2009-02-01,2009-02-06,fund_life_rape_incest,X,funding,1,0.5
173,ME,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
173,ME,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
173,ME,2009,2009-02-01,2009-02-06,instit_prov_refuse,X,external_refusal,1,1
173,ME,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
173,ME,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
173,ME,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
173,ME,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,0,NA,NA,0
173,ME,2009,2009-02-01,2009-02-06,parental_involv_minors,0,NA,NA,0
174,MD,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
174,MD,2009,2009-02-01,2009-02-06,hospital_if,0,NA,NA,0
174,MD,2009,2009-02-01,2009-02-06,second_physician_if,0,NA,NA,0
174,MD,2009,2009-02-01,2009-02-06,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
174,MD,2009,2009-02-01,2009-02-06,partial_birth_ban,0,NA,NA,0
174,MD,2009,2009-02-01,2009-02-06,fund_all_most,X,funding,1,-1
174,MD,2009,2009-02-01,2009-02-06,fund_life_rape_incest,0,NA,NA,0
174,MD,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
174,MD,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
174,MD,2009,2009-02-01,2009-02-06,instit_prov_refuse,X,external_refusal,1,1
174,MD,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
174,MD,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
174,MD,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
174,MD,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,0,NA,NA,0
174,MD,2009,2009-02-01,2009-02-06,parental_involv_minors,0,NA,NA,0
175,MA,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
175,MA,2009,2009-02-01,2009-02-06,hospital_if,12 weeks,limit_setting,2,1
175,MA,2009,2009-02-01,2009-02-06,second_physician_if,0,NA,NA,0
175,MA,2009,2009-02-01,2009-02-06,prohibited_except_death_if,24 weeks,bans,4,0.6666666666666666
175,MA,2009,2009-02-01,2009-02-06,partial_birth_ban,0,NA,NA,0
175,MA,2009,2009-02-01,2009-02-06,fund_all_most,X,funding,1,-1
175,MA,2009,2009-02-01,2009-02-06,fund_life_rape_incest,0,NA,NA,0
175,MA,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
175,MA,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
175,MA,2009,2009-02-01,2009-02-06,instit_prov_refuse,X,external_refusal,1,1
175,MA,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
175,MA,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
175,MA,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
175,MA,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,Enjoined,NA,NA,0
175,MA,2009,2009-02-01,2009-02-06,parental_involv_minors,Consent,external_refusal,1,0.6666666666666666
176,MI,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
176,MI,2009,2009-02-01,2009-02-06,hospital_if,0,NA,NA,0
176,MI,2009,2009-02-01,2009-02-06,second_physician_if,0,NA,NA,0
176,MI,2009,2009-02-01,2009-02-06,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
176,MI,2009,2009-02-01,2009-02-06,partial_birth_ban,Enjoined,NA,NA,0
176,MI,2009,2009-02-01,2009-02-06,fund_all_most,0,NA,NA,0
176,MI,2009,2009-02-01,2009-02-06,fund_life_rape_incest,X,funding,1,0.5
176,MI,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
176,MI,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
176,MI,2009,2009-02-01,2009-02-06,instit_prov_refuse,X,external_refusal,1,1
176,MI,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
176,MI,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
176,MI,2009,2009-02-01,2009-02-06,mandate_neg_psych,X,counseling,2,1
176,MI,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,24,counseling,2,0.6666666666666666
176,MI,2009,2009-02-01,2009-02-06,parental_involv_minors,Consent,external_refusal,1,0.6666666666666666
177,MN,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
177,MN,2009,2009-02-01,2009-02-06,hospital_if,2nd trimester,limit_setting,2,0.75
177,MN,2009,2009-02-01,2009-02-06,second_physician_if,Enjoined,NA,NA,0
177,MN,2009,2009-02-01,2009-02-06,prohibited_except_death_if,Enjoined,NA,NA,0
177,MN,2009,2009-02-01,2009-02-06,partial_birth_ban,0,NA,NA,0
177,MN,2009,2009-02-01,2009-02-06,fund_all_most,X,funding,1,-1
177,MN,2009,2009-02-01,2009-02-06,fund_life_rape_incest,0,NA,NA,0
177,MN,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
177,MN,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
177,MN,2009,2009-02-01,2009-02-06,instit_prov_refuse,Private,external_refusal,1,0.6666666666666666
177,MN,2009,2009-02-01,2009-02-06,mandate_breast_cancer,0,NA,NA,0
177,MN,2009,2009-02-01,2009-02-06,mandate_fetal_pain,X,counseling,2,1
177,MN,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
177,MN,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,24,counseling,2,0.6666666666666666
177,MN,2009,2009-02-01,2009-02-06,parental_involv_minors,Notice,external_refusal,1,0.3333333333333333
178,MS,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
178,MS,2009,2009-02-01,2009-02-06,hospital_if,0,NA,NA,0
178,MS,2009,2009-02-01,2009-02-06,second_physician_if,0,NA,NA,0
178,MS,2009,2009-02-01,2009-02-06,prohibited_except_death_if,0,NA,NA,0
178,MS,2009,2009-02-01,2009-02-06,partial_birth_ban,X,bans,4,1
178,MS,2009,2009-02-01,2009-02-06,fund_all_most,0,NA,NA,0
178,MS,2009,2009-02-01,2009-02-06,fund_life_rape_incest,X,funding,1,0.5
178,MS,2009,2009-02-01,2009-02-06,priv_insurance_limit,0,NA,NA,0
178,MS,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
178,MS,2009,2009-02-01,2009-02-06,instit_prov_refuse,X,external_refusal,1,1
178,MS,2009,2009-02-01,2009-02-06,mandate_breast_cancer,X,counseling,2,1
178,MS,2009,2009-02-01,2009-02-06,mandate_fetal_pain,0,NA,NA,0
178,MS,2009,2009-02-01,2009-02-06,mandate_neg_psych,0,NA,NA,0
178,MS,2009,2009-02-01,2009-02-06,hr_wait_post_counseling,24,counseling,2,0.6666666666666666
178,MS,2009,2009-02-01,2009-02-06,parental_involv_minors,Consent,external_refusal,1,0.6666666666666666
179,MO,2009,2009-02-01,2009-02-06,licensed_physician,X,limit_setting,2,1
179,MO,2009,2009-02-01,2009-02-06,hospital_if,Viability,limit_setting,2,0.5
179,MO,2009,2009-02-01,2009-02-06,second_physician_if,Viability,limit_setting,2,0.6666666666666666
179,MO,2009,2009-02-01,2009-02-06,prohibited_except_death_if,Viability,bans,4,0.6666666666666666
179,MO,2009,2009-02-01,2009-02-06,partial_birth_ban,Enjoined,NA,NA,0
179,MO,2009,2009-02-01,2009-02-06,fund_all_most,0,NA,NA,0
179,MO,2009,2009-02-01,2009-02-06,fund_life_rape_incest,X,funding,1,0.5
179,MO,2009,2009-02-01,2009-02-06,priv_insurance_limit,X,limit_setting,2,1
179,MO,2009,2009-02-01,2009-02-06,indiv_prov_refuse,X,external_refusal,1,1
179,MO,2009,2009-02-01,2009-02-06,instit_prov_refuse,X,external_refusal,1,1
